,username,hack id,repo name,time,climate dataset,extra dataset used,extra dataset list,google api,location,using JS,mashup,readme,good readme,chart,if use library,library list,error_raw,error_normal,tech_point_raw,tech_point_normal,tech_per,tech_detail,user_requirement,user_requirement_normal,user_requirement_per,user_detail,infovis,infoVis_normal,infoVis_per,infovis_detail,combined_infovis_raw,combined_infovis_norm,combined_infovis_per,novelty,novelty_normal,novelty_per,novelty_detail,total_raw,total_norm,total_norm_per,phase,except-min-criteria,novel-20,len_except_min_criteria,len_novel_20,len_data
324,mdecloedt,honors0,IH-Project-2017-mdecloedt_webapp_phase4,Fri Nov 17 12:12:48 2017,1,2,"['Zillow Home Value Searching API', ' Required Weather API']",1,1,1,0,1,1,1,1,"angular,d3,jquery,bootstrap,",0.0660377358490566,93.39622641509436,9,90,55.56%,"1,1,1,1,0,1,1,1,1,",4,80,96.3%,"1.0,1.0,0.0,1.0,1.0,",6,33.33333333333333,96.3%,"1.0,2.0,1.0,1.0,0.0,1.0,",10,43.47826086956522,96.3%,8,1.7777777777777777,77.78%,"3.0,1.0,1.0,;3.0,0.0,0.0,;",27,272.13052593200257,96.3%,4,"['Zillow Home Value Searching API', ' Required Weather API']",[' Required Weather API'],2,1,2
325,Jordan-Loeser,honors0,IH-Project-2017-Jordan-Loeser_webapp_phase4,Fri Nov 17 12:12:48 2017,1,2,"['Zillow Home Value Searching API', ' Required Weather API']",1,1,1,0,1,1,1,1,"react,jquery,d3,",0.0117233294255568,98.82766705744432,9,90,66.67%,"1,1,1,1,0,1,1,1,1,",3,60,92.59%,"1.0,1.0,0.0,1.0,0.0,",4,22.22222222222222,81.48%,"2.0,1.0,1.0,0.0,0.0,0.0,",7,30.434782608695656,92.59%,8,1.7777777777777777,77.78%,"3.0,1.0,1.0,;3.0,0.0,0.0,;",24,251.4750100526134,92.59%,4,"['Zillow Home Value Searching API', ' Required Weather API']",[' Required Weather API'],2,1,2
326,LukasMMarinovic,honors0,IH-Project-2017-LukasMMarinovic_webapp_phase4,Fri Nov 17 12:12:48 2017,1,1,['Required Weather API'],1,0,1,1,0,0,1,1,"animate,d3,jquery,bootstrap,",0.0367892976588628,96.32107023411372,7,70,25.93%,"1,1,0,1,1,0,0,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,3,0.6666666666666667,29.63%,"3.0,0.0,0.0,;",13,193.07469342251952,25.93%,4,[],[],0,0,1
327,whipplem123,honors0,IH-Project-2017-whipplem123_webapp_phase4,Fri Nov 17 12:12:48 2017,0,1,['Zillow Home Value Searching API'],1,1,1,1,1,1,1,1,"three,",0.0431654676258992,95.68345323741008,9,90,59.26%,"0,1,1,1,1,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,3,0.6666666666666667,29.63%,"3.0,0.0,0.0,;",15,212.43707642581583,51.85%,4,['Zillow Home Value Searching API'],[],1,0,1
329,jmamaril25,honors0,IH-Project-2017-jmamaril25_webapp_phase4,Fri Nov 17 12:12:48 2017,1,8,"['Zillow Home Value Searching API', ' Required Weather API', ' New York neighborhood', ' New York State Career Centers', ' Air Quality', ' New York museum', ' New York Safety', ' New York City Farmers Markets']",1,1,1,0,1,1,1,1,"jquery,materialize,d3,",0.0038461538461538,99.6153846153846,9,90,70.37%,"1,1,1,1,0,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,81.48%,"2.0,0.0,2.0,0.0,0.0,0.0,",5,21.73913043478261,81.48%,27,6.0,96.3%,"3.0,0.0,0.0,;3.0,1.0,1.0,;1.0,1.0,1.0,;3.0,0.0,0.0,;2.0,0.0,0.0,;1.0,1.0,2.0,;3.0,1.0,1.0,;2.0,0.0,0.0,;",41,239.09364548494983,88.89%,4,"['Zillow Home Value Searching API', ' Required Weather API', ' New York neighborhood', ' New York State Career Centers', ' Air Quality', ' New York museum', ' New York Safety', ' New York City Farmers Markets']","[' Required Weather API', ' New York neighborhood', ' New York State Career Centers', ' Air Quality', ' New York museum', ' New York Safety', ' New York City Farmers Markets']",8,7,8
331,viswapurdue,honors0,IH-Project-2017-viswapurdue_webapp_phase4,Fri Nov 17 12:12:48 2017,1,1,['Required Weather API'],1,1,1,1,1,1,1,1,"d3,jquery,bootstrap,",0.0529595015576324,94.70404984423676,10,100,77.78%,"1,1,1,1,1,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,3,0.6666666666666667,29.63%,"3.0,0.0,0.0,;",16,221.45767303264253,59.26%,4,[],[],0,0,1
333,noah-curran,honors0,IH-Project-2017-noah-curran_webapp_phase4,Fri Nov 17 12:12:48 2017,1,2,"['Required Weather API', ' New York neighborhood']",1,1,1,0,0,0,1,1,"font-awesome,animate,",0.0123456790123456,98.76543209876544,7,70,37.04%,"1,1,1,1,0,0,0,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,6,1.3333333333333337,62.96%,"3.0,0.0,0.0,;1.0,1.0,1.0,;",16,196.18572195383788,33.33%,4,[' New York neighborhood'],[' New York neighborhood'],1,1,2
335,bzin22,honors0,IH-Project-2017-bzin22_webapp_phase4,Fri Nov 17 12:12:48 2017,1,3,"['Required Weather API', ' Zillow Home Value Searching API', ' New York City Farmers Markets']",1,1,1,1,1,1,1,1,"jquery,materialize,animate,",0.0346666666666666,96.53333333333332,10,100,85.19%,"1,1,1,1,1,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,10,2.2222222222222223,85.19%,"3.0,0.0,0.0,;3.0,0.0,0.0,;2.0,1.0,1.0,;",23,224.84251207729469,66.67%,4,"[' Zillow Home Value Searching API', ' New York City Farmers Markets']","[' Zillow Home Value Searching API', ' New York City Farmers Markets']",2,2,3
336,AkaGar,honors0,IH-Project-2017-AkaGar_webapp_phase4,Fri Nov 17 12:12:48 2017,0,3,"['Neighborhood Tabulation Areas', ' Housing New York Units by Building', ' Local Area Unemployment Statistics (LAUS) Seasonally Adjusted Data: Beginning 1976']",1,1,1,0,1,1,1,1,"three,react,bootstrap,jquery,d3,",0.0444444444444444,95.55555555555556,8,80,40.74%,"0,1,1,1,0,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,3,0.6666666666666667,29.63%,"0.0,0.0,0.0,;1.0,0.0,0.0,;2.0,0.0,0.0,;",14,202.30917874396133,37.04%,4,"['Neighborhood Tabulation Areas', ' Housing New York Units by Building', ' Local Area Unemployment Statistics (LAUS) Seasonally Adjusted Data: Beginning 1976']","['Neighborhood Tabulation Areas', ' Housing New York Units by Building', ' Local Area Unemployment Statistics (LAUS) Seasonally Adjusted Data: Beginning 1976']",3,3,3
337,matson3,honors0,IH-Project-2017-matson3_webapp_phase4,Fri Nov 17 12:12:48 2017,1,1,['Required Weather API'],1,1,1,0,1,1,1,1,"vue,d3,jquery,bootstrap,",0.0003641660597232,99.96358339402768,9,90,74.07%,"1,1,1,1,0,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,18.52%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,18.52%,3,0.6666666666666667,29.63%,"3.0,0.0,0.0,;",14,208.02155440852044,48.15%,4,[],[],0,0,1
338,ecottle,honors0,IH-Project-2017-ecottle_webapp_phase4,Fri Nov 17 12:12:48 2017,1,1,['Required Weather API'],1,1,1,0,1,1,1,1,"jquery,",0.1140350877192982,88.59649122807018,9,90,48.15%,"1,1,1,1,0,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,3,0.6666666666666667,29.63%,"3.0,0.0,0.0,;",15,205.350114416476,44.44%,4,[],[],0,0,1
339,littlex2015,honors0,IH-Project-2017-littlex2015_webapp_phase4,Fri Nov 17 12:12:48 2017,1,2,"['Zillow Home Value Searching API', ' Required Weather API']",1,1,1,1,1,1,1,1,"jquery,d3,",0.0041189931350114,99.58810068649886,10,100,96.3%,"1,1,1,1,1,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,74.07%,"2.0,0.0,1.0,0.0,0.0,0.0,",4,17.391304347826086,74.07%,6,1.3333333333333337,62.96%,"3.0,0.0,0.0,;3.0,0.0,0.0,;",20,235.7040427154844,85.19%,4,"['Zillow Home Value Searching API', ' Required Weather API']",[' Required Weather API'],2,1,2
341,nbraunec,honors0,IH-Project-2017-nbraunec_webapp_phase4,Fri Nov 17 12:12:48 2017,1,5,"['New York museum', ' Alternative Fuel Stations in New York', ' Zillow Home Value Searching API', ' Required Weather API', ' New York neighborhood']",1,1,1,1,0,0,1,1,"jquery,d3,",0.001926782273603,99.8073217726397,8,80,51.85%,"1,1,1,1,1,0,0,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",5,27.77777777777778,88.89%,"2.0,0.0,2.0,0.0,1.0,0.0,",6,26.08695652173913,85.19%,12,2.666666666666667,88.89%,"1.0,1.0,1.0,;0.0,0.0,0.0,;3.0,0.0,0.0,;3.0,0.0,0.0,;1.0,1.0,1.0,;",26,234.6479014827846,81.48%,4,"['New York museum', ' Alternative Fuel Stations in New York', ' Zillow Home Value Searching API', ' Required Weather API', ' New York neighborhood']","['New York museum', ' Alternative Fuel Stations in New York', ' Zillow Home Value Searching API', ' Required Weather API', ' New York neighborhood']",5,5,5
344,hihms,honors0,IH-Project-2017-hihms_webapp_phase4,Fri Nov 17 12:12:48 2017,0,1,['Required Weather API'],0,1,1,0,1,1,1,1,"bootstrap,jquery,d3,",0.0129870129870129,98.7012987012987,7,70,33.33%,"0,0,1,1,0,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",5,27.77777777777778,88.89%,"2.0,0.0,2.0,1.0,0.0,0.0,",6,26.08695652173913,85.19%,6,1.3333333333333337,62.96%,"3.0,2.0,1.0,;",19,222.2085450781103,62.96%,4,[],[],0,0,1
345,snugghash,honors0,IH-Project-2017-snugghash_webapp_phase4,Fri Nov 17 12:12:48 2017,0,1,['Open.ny.gov API Catalog'],1,1,1,0,1,1,1,1,"react,jquery,materialize,d3,",0.0194174757281553,98.05825242718448,8,80,44.44%,"0,1,1,1,0,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,3,0.6666666666666667,29.63%,"3.0,0.0,0.0,;",14,204.81187561559025,40.74%,4,['Open.ny.gov API Catalog'],['Open.ny.gov API Catalog'],1,1,1
346,zhao744,honors0,IH-Project-2017-zhao744_webapp_phase4,Fri Nov 17 12:12:48 2017,1,1,['Required Weather API'],1,1,1,1,1,1,1,1,"bootstrap,jquery,d3,",0.0151515151515151,98.48484848484848,10,100,88.89%,"1,1,1,1,1,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,3,0.6666666666666667,29.63%,"3.0,0.0,0.0,;",16,225.23847167325428,70.37%,4,[],[],0,0,1
348,ko68,honors0,IH-Project-2017-ko68_webapp_phase4,Fri Nov 17 12:12:48 2017,1,4,"['Housing New York Units by Building', ' Total Housing Units By Occupancy Status And Tenure By Borough', ' New York City Leading Causes of Death', ' Required Weather API']",1,1,1,1,1,1,1,1,"d3,jquery,bootstrap,",0.0056577086280056,99.43422913719944,10,100,92.59%,"1,1,1,1,1,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,7,1.5555555555555556,74.07%,"1.0,0.0,0.0,;2.0,0.0,0.0,;1.0,0.0,0.0,;3.0,0.0,0.0,;",20,227.0767412144941,74.07%,4,"['Housing New York Units by Building', ' Total Housing Units By Occupancy Status And Tenure By Borough', ' New York City Leading Causes of Death', ' Required Weather API']","[' Total Housing Units By Occupancy Status And Tenure By Borough', ' New York City Leading Causes of Death', ' Required Weather API']",4,3,4
349,GeoffYart,honors0,IH-Project-2017-GeoffYart_webapp_phase4,Fri Nov 17 12:12:48 2017,1,8,"['Required Weather API', ' School Safety Report', ' New York State Career Centers', ' Air Quality', ' New York neighborhood', ' New York City Museums', ' New York Safety', ' New York City Farmers Markets']",1,1,1,1,1,1,1,1,"jquery,bootstrap,",0.0448717948717948,95.51282051282053,10,100,81.48%,"1,1,1,1,1,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,74.07%,"1.0,0.0,2.0,0.0,0.0,0.0,",4,17.391304347826086,74.07%,16,3.555555555555556,92.59%,"3.0,0.0,0.0,;1.0,0.0,0.0,;3.0,0.0,0.0,;2.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;3.0,0.0,0.0,;2.0,0.0,0.0,;",30,233.85098476402823,77.78%,4,"[' School Safety Report', ' New York State Career Centers', ' Air Quality', ' New York neighborhood', ' New York City Museums', ' New York Safety', ' New York City Farmers Markets']","[' School Safety Report', ' New York State Career Centers', ' Air Quality', ' New York neighborhood', ' New York City Museums', ' New York Safety', ' New York City Farmers Markets']",7,7,8
350,gshowal,honors0,IH-Project-2017-gshowal_webapp_phase4,Fri Nov 17 12:12:48 2017,1,1,['Required Weather API'],1,1,1,0,1,1,1,1,"jquery,bootstrap,",0.0174757281553398,98.252427184466,9,90,62.96%,"1,1,1,1,0,1,1,1,1,",1,20,18.52%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,25.93%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,25.93%,3,0.6666666666666667,29.63%,"3.0,0.0,0.0,;",15,215.00605037287175,55.56%,4,[],[],0,0,1
351,Nigogu,unal0,IH-Project-2017-Nigogu_webapp_phase4,Fri Nov 17 12:12:48 2017,0,4,"['Fire Department Directory for New York State', ' New York City Art Galleries', ' New York City Museums', ' Bank-Owned ATM Locations in New York State']",1,1,1,1,1,1,1,1,"jquery,bootstrap,",0.0063559322033898,99.36440677966102,9,90,92.59%,"0,1,1,1,1,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,85.19%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.391304347826086,85.19%,11,2.4444444444444446,92.59%,"1.0,0.0,0.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;2.0,0.0,0.0,;",24,226.59145991975765,92.59%,4,"['Fire Department Directory for New York State', ' New York City Art Galleries', ' New York City Museums', ' Bank-Owned ATM Locations in New York State']","[' New York City Art Galleries', ' New York City Museums', ' Bank-Owned ATM Locations in New York State']",4,3,4
353,daapinzonch,unal0,IH-Project-2017-daapinzonch_webapp_phase4,Fri Nov 17 12:12:48 2017,0,4,"['New York City Museums', ' NYCHA Development Data Book', ' Housing New York Units by Building', ' NYC City Hall Library Catalog']",1,0,1,0,0,0,1,1,"d3,jquery,bootstrap,",0.0,100.0,5,50,66.67%,"0,1,0,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,62.96%,"0.0,0.0,1.0,0.0,0.0,0.0,",2,8.695652173913043,62.96%,6,1.3333333333333337,81.48%,"1.0,0.0,0.0,;3.0,0.0,0.0,;1.0,0.0,0.0,;1.0,0.0,0.0,;",13,168.72463768115944,70.37%,4,"['New York City Museums', ' NYCHA Development Data Book', ' Housing New York Units by Building', ' NYC City Hall Library Catalog']","[' NYCHA Development Data Book', ' Housing New York Units by Building', ' NYC City Hall Library Catalog']",4,3,4
359,Orloffyeah,unal0,IH-Project-2017-Orloffyeah_webapp_phase4,Fri Nov 17 12:12:48 2017,0,1,['Housing New York Units by Building'],1,1,1,1,1,1,1,1,"bootstrap,jquery,d3,",0.0021073107472848,99.78926892527151,9,90,96.3%,"0,1,1,1,1,1,1,1,1,",4,80,96.3%,"1.0,1.0,1.0,1.0,0.0,",4,22.22222222222222,92.59%,"0.0,1.0,1.0,1.0,1.0,0.0,",8,34.78260869565217,96.3%,3,0.6666666666666667,74.07%,"1.0,1.0,1.0,;",20,260.02115298324253,96.3%,4,['Housing New York Units by Building'],[],1,0,1
361,DiegoAraque1207,unal0,IH-Project-2017-DiegoAraque1207_webapp_phase4,Fri Nov 17 12:12:48 2017,0,1,['Housing New York Units by Building'],0,1,1,0,0,0,1,1,"jquery,bootstrap,",0.0116279069767441,98.83720930232558,5,50,62.96%,"0,0,1,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,62.96%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,62.96%,3,0.6666666666666667,74.07%,"1.0,1.0,1.0,;",10,166.8951803168183,62.96%,4,['Housing New York Units by Building'],[],1,0,1
362,olimita,unal0,IH-Project-2017-olimita_webapp_phase4,Fri Nov 17 12:12:48 2017,0,3,"['New York City Museums', ' New York Safety', ' Housing New York Units by Building']",1,1,1,1,1,1,1,1,"jquery,bootstrap,",0.0192307692307692,98.07692307692308,9,90,88.89%,"0,1,1,1,1,1,1,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,77.78%,"0.0,0.0,1.0,0.0,1.0,0.0,",3,13.043478260869565,77.78%,10,2.2222222222222223,88.89%,"1.0,1.0,1.0,;3.0,0.0,1.0,;1.0,1.0,1.0,;",22,216.3861018208844,88.89%,4,"['New York City Museums', ' New York Safety', ' Housing New York Units by Building']","[' New York Safety', ' Housing New York Units by Building']",3,2,3
365,Joacampora,unal0,IH-Project-2017-Joacampora_webapp_phase4,Fri Nov 17 12:12:48 2017,0,4,"['New York City Art Galleries', ' New York City Locations Providing Seasonal Flu Vaccinations', ' New York City Museums', ' NYCHA Development Data Book']",0,1,1,0,0,0,1,1,"d3,jquery,bootstrap,",0.0178571428571428,98.21428571428572,5,50,55.56%,"0,0,1,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",4,22.22222222222222,92.59%,"1.0,0.0,1.0,1.0,1.0,0.0,",5,21.73913043478261,92.59%,15,3.333333333333333,96.3%,"1.0,1.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;3.0,0.0,0.0,;",25,195.02587991718428,85.19%,4,"['New York City Art Galleries', ' New York City Locations Providing Seasonal Flu Vaccinations', ' New York City Museums', ' NYCHA Development Data Book']","[' New York City Locations Providing Seasonal Flu Vaccinations', ' New York City Museums', ' NYCHA Development Data Book']",4,3,4
367,nviverosb,unal0,IH-Project-2017-nviverosb_webapp_phase4,Fri Nov 17 12:12:48 2017,1,2,"['Zillow Home Value Searching API', ' Required Weather API']",1,1,1,0,0,0,1,1,"jquery,bootstrap,",0.0128534704370179,98.7146529562982,7,70,85.19%,"1,1,1,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",1,5.555555555555555,62.96%,"1.0,0.0,0.0,0.0,0.0,0.0,",2,8.695652173913043,62.96%,6,1.3333333333333337,81.48%,"3.0,0.0,0.0,;3.0,0.0,0.0,;",15,187.43929063745765,77.78%,4,"['Zillow Home Value Searching API', ' Required Weather API']",[' Required Weather API'],2,1,2
373,LauraMolina,unal0,IH-Project-2017-LauraMolina_webapp_phase4,Fri Nov 17 12:12:48 2017,0,1,['Fire Department Directory for New York State'],0,1,1,0,0,0,1,1,"font-awesome,jquery,bootstrap,",0.0155642023346303,98.44357976653696,5,50,59.26%,"0,0,1,1,0,0,0,1,1,",1,20,51.85%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,85.19%,"2.0,0.0,1.0,0.0,0.0,0.0,",4,17.391304347826086,85.19%,1,0.2222222222222222,70.37%,"1.0,0.0,0.0,;",10,183.44841068441136,74.07%,4,['Fire Department Directory for New York State'],[],1,0,1
378,evilcucaracha,unal1,IH-Project-2017-evilcucaracha_webapp_phase4,Fri Nov 17 12:12:48 2017,0,2,"['New York City Art Galleries', ' New York City Museums']",1,1,1,0,0,0,1,1,"bootstrap,jquery,animate,",0.0376237623762376,96.23762376237624,6,60,59.26%,"0,1,1,1,0,0,0,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,66.67%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.391304347826086,66.67%,8,1.7777777777777777,74.07%,"1.0,1.0,2.0,;1.0,1.0,2.0,;",18,192.7980102358062,62.96%,4,"['New York City Art Galleries', ' New York City Museums']",[' New York City Museums'],2,1,2
379,JulianM96,unal1,IH-Project-2017-JulianM96_webapp_phase4,Fri Nov 17 12:12:48 2017,1,1,['Required Weather API'],1,1,1,1,0,0,1,1,"jquery,bootstrap,",0.05078125,94.921875,8,80,81.48%,"1,1,1,1,1,0,0,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",6,33.33333333333333,88.89%,"2.0,0.0,2.0,0.0,1.0,1.0,",7,30.434782608695656,88.89%,3,0.6666666666666667,66.67%,"3.0,0.0,0.0,;",18,236.458106884058,88.89%,4,[],[],0,0,1
382,cglaitong,unal1,IH-Project-2017-cglaitong_webapp_phase4,Fri Nov 17 12:12:48 2017,1,7,"['Required Weather API', ' New York State Career Centers', ' New York City Museums', ' NYCHA Development Data Book', ' Directory Of DCP Offices', ' New York City Art Galleries', ' New York City Locations Providing Seasonal Flu Vaccinations']",1,1,1,0,1,1,1,1,"bootstrap,jquery,d3,",0.003393665158371,99.6606334841629,9,90,96.3%,"1,1,1,1,0,1,1,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",6,33.33333333333333,88.89%,"2.0,0.0,2.0,1.0,1.0,0.0,",7,30.434782608695656,88.89%,33,7.333333333333333,96.3%,"3.0,2.0,1.0,;3.0,1.0,2.0,;1.0,1.0,2.0,;3.0,1.0,2.0,;0.0,1.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;",49,257.8635320348876,92.59%,4,"[' New York State Career Centers', ' New York City Museums', ' NYCHA Development Data Book', ' Directory Of DCP Offices', ' New York City Art Galleries', ' New York City Locations Providing Seasonal Flu Vaccinations']","[' New York State Career Centers', ' New York City Museums', ' NYCHA Development Data Book', ' Directory Of DCP Offices', ' New York City Art Galleries', ' New York City Locations Providing Seasonal Flu Vaccinations']",6,6,7
383,DaniCastel,unal1,IH-Project-2017-DaniCastel_webapp_phase4,Fri Nov 17 12:12:48 2017,0,1,['Fire Department Directory for New York State'],1,1,1,0,1,1,1,1,"d3,jquery,bootstrap,",0.002710027100271,99.7289972899729,8,80,88.89%,"0,1,1,1,0,1,1,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",2,11.11111111111111,55.56%,"1.0,0.0,1.0,0.0,0.0,0.0,",3,13.043478260869565,55.56%,1,0.2222222222222222,62.96%,"1.0,0.0,0.0,;",12,206.03817603393423,77.78%,4,['Fire Department Directory for New York State'],[],1,0,1
385,alejosaur,unal1,IH-Project-2017-alejosaur_webapp_phase4,Fri Nov 17 12:12:48 2017,1,6,"['Bicycle Routes Across New York State: Map', ' Required Weather API', ' New York City Museums', ' Housing New York Units by Building', ' New York City Art Galleries', ' New York City Locations Providing Seasonal Flu Vaccinations']",1,1,1,1,0,0,1,1,"animate,bootstrap,jquery,d3,",0.0242587601078167,97.57412398921834,8,80,85.19%,"1,1,1,1,1,0,0,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",5,27.77777777777778,85.19%,"1.0,0.0,1.0,2.0,1.0,0.0,",6,26.08695652173913,85.19%,29,6.444444444444445,92.59%,"3.0,1.0,2.0,;3.0,2.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;1.0,1.0,2.0,;",43,236.19248147714103,85.19%,4,"['Bicycle Routes Across New York State: Map', ' Required Weather API', ' New York City Museums', ' Housing New York Units by Building', ' New York City Art Galleries', ' New York City Locations Providing Seasonal Flu Vaccinations']","['Bicycle Routes Across New York State: Map', ' Required Weather API', ' New York City Museums', ' Housing New York Units by Building', ' New York City Art Galleries', ' New York City Locations Providing Seasonal Flu Vaccinations']",6,6,6
390,garayf,unal1,IH-Project-2017-garayf_webapp_phase4,Fri Nov 17 12:12:48 2017,0,2,"['New York City Art Galleries', ' New York City Museums']",1,1,1,0,0,0,1,1,"jquery,bootstrap,",0.0198511166253101,98.014888337469,6,60,62.96%,"0,1,1,1,0,0,0,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,66.67%,"1.0,0.0,1.0,1.0,0.0,0.0,",4,17.391304347826086,66.67%,8,1.7777777777777777,74.07%,"1.0,1.0,2.0,;1.0,1.0,2.0,;",18,194.5752748108989,66.67%,4,"['New York City Art Galleries', ' New York City Museums']",[' New York City Museums'],2,1,2
394,sebcamacho1703,unal1,IH-Project-2017-sebcamacho1703_webapp_phase4,Fri Nov 17 12:12:48 2017,1,2,"['New York City Museums', ' Required Weather API']",1,1,1,0,0,0,1,1,"d3,jquery,bootstrap,",0.0075471698113207,99.24528301886792,7,70,77.78%,"1,1,1,1,0,0,0,1,1,",0,0,0.0%,"0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,"0.0,0.0,0.0,0.0,0.0,0.0,",0,0.0,0.0%,4,0.8888888888888888,70.37%,"1.0,0.0,0.0,;3.0,0.0,0.0,;",11,170.1341719077568,51.85%,4,"['New York City Museums', ' Required Weather API']",[' Required Weather API'],2,1,2
395,xFortich,unal1,IH-Project-2017-xFortich_webapp_phase4,Fri Nov 17 12:12:48 2017,0,3,"['New York City Museums', ' New York City Art Galleries', ' Zillow Home Value Searching API']",1,1,1,0,0,0,1,1,"bootstrap,jquery,animate,",0.002283105022831,99.77168949771688,6,60,70.37%,"0,1,1,1,0,0,0,1,1,",1,20,55.56%,"1.0,0.0,0.0,0.0,0.0,",3,16.666666666666664,66.67%,"1.0,0.0,1.0,0.0,1.0,0.0,",4,17.391304347826086,66.67%,9,2.0,81.48%,"1.0,1.0,1.0,;1.0,1.0,1.0,;3.0,0.0,0.0,;",19,196.55429819336905,70.37%,4,"['New York City Museums', ' New York City Art Galleries', ' Zillow Home Value Searching API']","[' New York City Art Galleries', ' Zillow Home Value Searching API']",3,2,3
